! I stole/borrowed this list from Greg Thompson below at the UCAR RAP site. Thus all credit for making this very long
! list goes to him. I just deleted some headers and rearranged some stuff to improve searchability.
!
! Edited for use in ClimoBuilder by: Warren Pettee
!
! Original Content:
!
! Author: Greg Thompson  NCAR/RAP
!         please mail corrections to gthompsn (at) ucar (dot) edu
! Date: 20 Feb 2015
! This file is continuously maintained at:
! http://www.rap.ucar.edu/weather/surface/stations.txt
!
! This file is organized by state alphabetically, then by Canadian
! province and then all other stations.  The file was compiled from lists
! of the following:
!      METAR sites
!      NEXRADs
!      rawinsonde sites
!      wind profilers
!      WFOs, RFCs, NCEP-Centers
!      AIRMET/SIGMET station list (VORs?)
!      ARTCCs (Air Route Traffic Control Centers - FAA)
!      old SAO sites for archive data access  (flagged in a special manner)
!
!   Country abbreviations from ISO 3166
!   source:  ftp://ftp.fu-berlin.de/doc/iso/iso3166-countrycodes.txt
!   another: http://www.iso.org/iso/en/prods-services/iso3166ma/02iso-3166-code-lists/list-en1.html
!
!   CD = 2 letter state (province) abbreviation
!   STATION = 16 character station long name
!   ICAO = 4-character international id
!   IATA = 3-character (FAA) id
!   SYNOP = 5-digit international synoptic number
!   LAT = Latitude (degrees minutes)
!   LON = Longitude (degree minutes)
!   ELEV = Station elevation (meters)
!   M = METAR reporting station.   Also Z=obsolete? site
!   N = NEXRAD (WSR-88D) Radar site
!   V = Aviation-specific flag (V=AIRMET/SIGMET end point, A=ARTCC T=TAF U=T+V)
!   U = Upper air (rawinsonde=X) or Wind Profiler (W) site
!   A = Auto (A=ASOS, W=AWOS, M=Meso, H=Human, G=Augmented) (H/G not yet impl.)
!   C = Office type F=WFO/R=RFC/C=NCEP Center
!   Digit that follows is a priority for plotting (0=highest)
!   Country code (2-char) is last column
!
!23456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
!
CD,STATION,ICAO,IATA,SYNOP,LAT,LONG,ELEV,M,N,V,U,A,C,,
AR,LITTLEROCKAFB,KLRF,LRF,,3455N,09209W,95,X,,T,,,,1,US
AR,MENAINTERMTN,KMEZ,MEZ,,3433N,09412W,329,X,,,,W,,8,US
AR,WMEMPHISMUNI,KAWM,AWM,,3508N,09014W,65,X,,,,A,,5,US
AR,MONTICELLO,KLLQ,LLQ,,3338N,09145W,83,X,,T,,A,,7,US
AR,MOUNTIDA,KMWT,MWT,,3433N,09335W,214,X,,,,A,,7,US
AR,MOUNTAINHOME,KBPK,BPK,,3622N,09228W,280,X,,T,,A,,7,US
AR,N.LITTLEROCK,KLZK,LZK,72340,3450N,09216W,173,X,X,,X,,F,8,US
AR,NEWPORT,KM19,M19,,3539N,09110W,73,X,,,,,,8,US
AR,PINEBLUFF/GRIDR,KPBF,PBF,,3411N,09156W,62,X,,T,,A,,6,US
AR,RAZORBACKVOR,KRZC,RZC,,3615N,09407W,443,,,V,,,,8,US
AR,ROGERS,KROG,ROG,,3622N,09405W,415,X,,,,W,,7,US
AR,RUSSELLVILLE,KRUE,RUE,,3515N,09306W,115,X,,,,A,,7,US
AR,SEARCY,KSRC,SRC,,3513N,09144W,80,X,,,,,,7,US
AR,SILOAMSPRING,KSLG,SLG,,3612N,09428W,300,X,,Z,,,,7,US
AR,SPRINGDALEMUNI,KASG,ASG,,3610N,09407W,412,X,,,,,,7,US
AR,STUTTGART,KSGT,SGT,,3436N,09134W,68,X,,Z,,,,7,US
AR,TEXARKANA,KTXK,TXK,,3327N,09359W,111,X,,U,,A,,6,US
AR,WALNUTRIDGE,KARG,ARG,,3607N,09055W,83,X,,V,,,,6,US
AR,ARKADELPHIA,KM89,M89,,3406N,09304W,56,Z,,,,,,9,US
AR,FORTCHAFFEE,,,69050,3510N,09448W,143,Z,,,,,,8,US
AR,MENAINTERMTN,KM39,M39,,3433N,09412W,329,Z,,,,,,8,US
AZ,PHOENIX/SKYHRBR,KPHX,PHX,72278,3326N,11201W,336,X,,U,,A,,0,US
AZ,TUCSON,KTUS,TUS,,3208N,11057W,776,X,,U,,A,,2,US
AZ,BUCKEYE,KBXK,BXK,,3325N,11241W,315,X,,,,,,8,US
AZ,BULLHEADCITY,KIFP,IFP,,3509N,11434W,212,X,,,,,,7,US
AZ,CASAGRANDA,KCGZ,CGZ,,3257N,11146W,446,X,,,,W,,7,US
AZ,CHANDLER/MESA,KIWA,IWA,,3318N,11139W,412,X,X,T,,,,3,US
AZ,CHANDLER,KCHD,CHD,,3316N,11149W,379,X,,,,H,,8,US
AZ,COCONINO/FLAGSTF,KFSX,FSX,,3434N,11112W,2261,,X,,,,,8,US
AZ,COLORADOCITY,KAZC,AZC,,3658N,11301W,1486,X,,,,,,8,US
AZ,COOLIDGEMUNI,KP08,P08,,3256N,11126W,481,X,,,,W,,8,US
AZ,DAVIS/TUCSON,KDMA,DMA,,3210N,11052W,824,X,,T,,,,6,US
AZ,DOUGLASBISBEE,KDUG,DUG,,3128N,10935W,1265,X,,T,,,,6,US
AZ,FLAGSTAFF,KFLG,FLG,72375,3508N,11140W,2134,X,,T,,A,,2,US
AZ,FLAGSTAFF/BELLEM,KFGZ,FGZ,72376,3514N,11149W,2192,,,,X,,F,8,US
AZ,FORTHUACHUCA,KFHU,FHU,72273,3135N,11021W,1438,X,,T,,,,6,US
AZ,GILABEND(AAF),KGXF,GXF,74724,3252N,11243W,262,X,,,,,,7,US
AZ,GLENDALE,KGEU,GEU,,3332N,11218W,325,X,,,,,,7,US
AZ,LUKEAFB/GLENDAL,KLUF,LUF,,3331N,11222W,332,X,,T,,,,6,US
AZ,GOODYEARMUNICIP,KGYR,GYR,,3325N,11222W,295,X,,,,,,7,US
AZ,GRANDCANYON,KGCN,GCN,72378,3557N,11209W,2016,X,,T,,A,,4,US
AZ,GRANDCANYON/VAL,K40G,40G,,3538N,11209W,1830,X,,,,,,7,US
AZ,KINGMAN,KIGM,IGM,72370,3515N,11356W,1032,X,,,,A,,7,US
AZ,LAKEHAVASUCITY,KHII,HII,,3434N,11422W,238,X,,,,,,8,US
AZ,MESA/FALCONFLD,KFFZ,FFZ,,3328N,11143W,424,X,,,,,,7,US
AZ,NOGALES,KOLS,OLS,,3125N,11051W,1184,X,,T,,A,,6,US
AZ,PAGE,KPGA,PGA,72371,3655N,11127W,1307,X,,T,,A,,3,US
AZ,PAYSON,KPAN,PAN,,3415N,11120W,1572,X,,,,W,,9,US
AZ,PEACHSPRING,KPGS,PGS,,3537N,11332W,1450,,,V,,,,8,US
AZ,PHOENIX/DEERVLY,KDVT,DVT,,3341N,11204W,443,X,,,,A,,1,US
AZ,PHOENIX/WFO,KPSR,PSR,74626,3326N,11201W,342,,,,X,,F,8,US
AZ,PIMACOUNTY/88D,KEMX,EMX,,3154N,11038W,1586,,X,,,,,8,US
AZ,PIONEERAIRFIELD,KALK,ALK,,3136N,11026W,1453,X,,,,,,8,US
AZ,PRESCOTT,KPRC,PRC,,3439N,11225W,1524,X,,T,,A,,3,US
AZ,PRESCOTT(VOR),KDRK,DRK,,3442N,11229W,1524,,,V,,,,8,US
AZ,SAFFORD,KSAD,SAD,,3251N,10938W,962,X,,S,,A,,6,US
AZ,SANSIMON,KSSO,SSO,,3216N,10915W,1097,,,V,,,,8,US
AZ,SCOTTSDALE,KSDL,SDL,,3337N,11155W,447,X,,T,,A,,7,US
AZ,SEDONA,KSEZ,SEZ,,3451N,11147W,1473,X,,T,,,,8,US
AZ,SHOWLOWMUNICIP,KSOW,SOW,,3416N,11000W,1954,X,,S,,,,6,US
AZ,ST.JOHNS,KSJN,SJN,,3431N,10923W,1745,X,,V,,A,,6,US
AZ,TUBACITY,KTBC,TBC,,3607N,11116W,1538,,,V,,,,8,US
AZ,TUCSON/WFO,KTWC,TWC,72274,3214N,11057W,752,,,,X,,F,8,US
AZ,TUCSON/RYANFLD,KRYN,RYN,,3209N,11110W,737,X,,,,W,,8,US
AZ,WILLIAMSCLARK,KCMR,CMR,,3518N,11212W,2036,X,,,,,,8,US
AZ,WINDOWROCK,KRQE,RQE,,3539N,10904W,2055,X,,,,A,,7,US
AZ,WINSLOW,KINW,INW,72374,3502N,11043W,1490,X,,U,,A,,4,US
AZ,YUMA/88D,KYUX,,,3230N,11439W,53,,X,Z,,,,8,US
AZ,YUMAINTL,KYUM,YUM,72280,3238N,11435W,63,X,,T,,,,3,US
AZ,YUMAMCAS,KNYL,NYL,69960,3238N,11437W,65,X,,T,,,,6,US
AZ,YUMAPRVGGROUN,K1Y7,1Y7,74004,3230N,11424W,231,,,,,,,8,US
AZ,YUMAPRVGGROUN,,,69031,3230N,11424W,231,,,,,,,8,US
AZ,YUMA(VOR),KBZA,BZA,,3246N,11436W,63,,,V,,,,8,US
AZ,GILABEND(AAF),KGBN,GBN,,3252N,11243W,262,Z,,,,,,8,US
AZ,NOGALES,K13A,13A,,3125N,11051W,1198,Z,,,,,,8,US
AZ,PAYSON,K0E4,0,,3413N,11119W,1498,Z,,,,,,8,US
AZ,SAFFORD,KE74,E74,,3249N,10941W,900,Z,,,,,,8,US
AZ,SHOWLOW,KE03,E03,,3415N,11002W,1955,Z,,,,,,8,US
AZ,TUBACITY,KT03,T03,,3606N,11123W,1400,Z,,,,,,8,US
AZ,WINDOWROCK,KP34,P34,,3539N,10904W,2055,Z,,,,,,8,US
CA,ALAMEDANAS,KNGZ,NGZ,74506,3746N,12219W,4,X,,,,,,7,US
CA,ALTURAS,KAAT,AAT,,4129N,12034W,1331,X,,,,A,,7,US
CA,APPLEVALLEY,KAPV,APV,,3434N,11711W,934,X,,,,,,8,US
CA,ARCATA/EUREKA,KACV,ACV,,4059N,12406W,67,X,,T,,A,,6,US
CA,AUBURNMUNI,KAUN,AUN,,3857N,12105W,467,X,,,,W,,8,US
CA,AVALON,KAVX,AVX,72292,3324N,11825W,482,X,,,,A,,7,US
CA,BAKERSFIELD,KBFL,BFL,72384,3526N,11903W,151,X,,T,,A,,6,US
CA,BAKERSFIELD(VOR),KEHF,EHF,,3529N,11906W,151,,,V,,,,8,US
CA,BEALEAFB/MARYSV,KBAB,BAB,,3907N,12125W,34,X,,T,,,,6,US
CA,BEALE/ORODAM,KBBX,BBX,,3930N,12138W,53,,X,,,,,8,US
CA,BEAUMONT,KBUO,BUO,,3355N,11658W,692,X,,,,,,7,US
CA,BIGBEARCITY,KL35,L35,,3416N,11651W,2059,X,,,,,,8,US
CA,BICYCLELAKE,KBYS,BYS,74611,3517N,11637W,716,X,,T,,,,6,US
CA,BISHOP,KBIH,BIH,72480,3722N,11821W,1253,X,,T,,A,,6,US
CA,BLYTHE,KBLH,BLH,,3337N,11443W,119,X,,T,,A,,6,US
CA,BRIDGEPORT,KO57,O57,,3816N,11913W,1973,X,,,,W,,8,US
CA,BRIDGEPORT(MCMWT,KBAN,,,3821N,11931W,2057,X,,,,,,8,US
CA,BURBANK,KBUR,BUR,72288,3412N,11822W,217,X,,T,,A,,6,US
CA,BURNEY,KBNY,BNY,,4052N,12140W,957,X,,,,,,7,US
CA,CALEXICOINTL,KCXL,CXL,,3240N,11530W,1,X,,,,,,7,US
CA,CAMARILLO,KCMA,CMA,,3413N,11906W,23,X,,,,W,,7,US
CA,CAMPPENDLETON,KNFG,NFG,,3317N,11720W,24,X,,T,,,,6,US
CA,CAMPROBERTS,KSYL,SYL,,3545N,12042W,220,,,,,,,8,US
CA,CAMPO,KCZZ,CZZ,,3238N,11628W,807,X,,,,A,,7,US
CA,CARLSBAD,KCRQ,CRQ,,3308N,11717W,99,X,,T,,A,,6,US
CA,CHICOMUNICIPAL,KCIC,CIC,72497,3947N,12150W,73,X,,,,,,7,US
CA,CHINALAKE(NAF),KNID,NID,74612,3540N,11740W,696,X,,T,,,,4,US
CA,CHINO,KCNO,CNO,,3359N,11737W,207,X,,,,A,,7,US
CA,COLUMBIA,KO22,O22,,3802N,12025W,646,X,,,,,,7,US
CA,CONCORD,KCCR,CCR,,3800N,12203W,11,X,,,,A,,7,US
CA,CORONAMUNI,KAJO,AJO,,3354N,11736W,163,X,,,,,,8,US
CA,CRESCENTCITY,KCEC,CEC,,4146N,12413W,17,X,,T,,,,6,US
CA,DAGGETT,KDAG,DAG,,3451N,11647W,587,X,,T,,A,,6,US
CA,DAVIS,KEDU,EDU,,3832N,12147W,21,X,,,,W,,8,US
CA,EDWARDSAFB,KEDW,EDW,72381,3453N,11752W,702,X,,T,X,,,3,US
CA,EDWARDSAFB/88D,KEYX,EYX,,3506N,11734W,840,,X,,,,,8,US
CA,EDWARDSN-AUX,K9L2,9L2,,3458N,11752W,701,X,,,,,,8,US
CA,ELCENTRONAF,KNJK,NJK,72281,3249N,11540W,-13,X,,T,,,,6,US
CA,ELMONTE,KEMT,EMT,74704,3404N,11801W,90,X,,,,,,7,US
CA,EMIGRANTGAP,KBLU,BLU,,3917N,12042W,1609,X,,,,A,,7,US
CA,EUREKA/MURRAY,KEKA,EKA,72594,4048N,12410W,18,X,,,,,F,8,US
CA,FORTUNA/FOT/VOR,,,,4040N,12414W,122,,,V,,,,8,US
CA,FORTUNA,KFOT,FOT,,4033N,12408W,120,X,,,,,,8,US
CA,FRESNO,KFAT,FAT,72389,3647N,11943W,104,X,,T,,A,,2,US
CA,FRESNO(VOR),KCZQ,CZQ,,3653N,11949W,104,,,V,,,,8,US
CA,FRESNOCHANDLER,KFCH,FCH,,3643N,11949W,85,X,,,,,,7,US
CA,FULLERTON,KFUL,FUL,,3352N,11759W,35,X,,,,A,,7,US
CA,GRASSVALLEY,KGOO,GOO,,3913N,12100W,962,X,,,,,,8,US
CA,HALFMOONBAY,KHAF,HAF,,3731N,12230W,21,X,,,,,,8,US
CA,HANFORD,KHJO,HJO,,3619N,11937W,74,X,,,,,,7,US
CA,HANFORD/SANJOAQ,KHNX,HNX,,3619N,11938W,74,,X,T,,,F,8,US
CA,HANFORD,KO18,O18,,3619N,11938W,74,X,,,,A,,7,US
CA,HAWTHORNE,KHHR,HHR,,3355N,11820W,18,X,,,,A,,7,US
CA,HAYWARD,KHWD,HWD,,3740N,12207W,21,X,,,,A,,7,US
CA,HEALDSBURG,KHES,HES,,3839N,12254W,85,X,,,,W,,8,US
CA,HECTOR(VOR),KHEC,HEC,,3448N,11628W,617,,,V,,,,8,US
CA,HOLLISTERMUNI,KCVH,CVH,,3654N,12125W,70,X,,,,W,,8,US
CA,HUMBOLDTCTY/88D,KBHX,BHX,,4030N,12418W,732,,X,,,,,8,US
CA,HUNTERLIGGET,KHGT,HGT,69002,3600N,12113W,310,X,,,,,,7,US
CA,IMPERIAL,KIPL,IPL,,3250N,11535W,-17,X,,T,,A,,6,US
CA,IMPERIALBEACH,KNRS,NRS,,3234N,11707W,7,X,,,,,,7,US
CA,INYOKERN,KIYK,IYK,,3540N,11749W,749,X,,,,,,7,US
CA,LAVERNE/BRACKET,KPOC,POC,,3406N,11746W,308,X,,,,,,7,US
CA,LANCASTER/FOX,KWJF,WJF,,3443N,11813W,715,X,,T,,A,,6,US
CA,LEMOORENAS/REEV,KNLC,NLC,74702,3619N,11957W,72,X,,T,Z,,,6,US
CA,LINCOLN,KLHM,LHM,,3855N,12121W,37,X,,,,,,8,US
CA,LITTLERIVER,KLLR,LLR,,3916N,12345W,175,X,,,,W,,8,US
CA,LIVERMORE,KLVK,LVK,,3742N,12149W,117,X,,,,A,,7,US
CA,LOMPOC,KLPC,LPC,74606,3440N,12028W,27,X,,,Z,W,,7,US
CA,LONGBEACH,KLGB,LGB,72297,3349N,11809W,10,X,,T,,A,,6,US
CA,LOSALAMITOSAAF,KSLI,SLI,,3346N,11802W,11,X,,T,,,,7,US
CA,LOSANGELES,KLAX,LAX,72295,3356N,11823W,46,X,,U,,A,,0,US
CA,LOSANGELES/OXNA,KLOX,LOX,,3412N,11912W,20,,,,,,F,8,US
CA,LOSANGELS/ARTCC,KZLA,ZLA,,3438N,11805W,819,,,A,,,,8,US
CA,LOSANGELES,KCQT,CQT,,3401N,11817W,56,X,,,,A,,7,US
CA,LA/WHITEMAN,KWHP,,,3415N,11825W,306,X,,,,W,,8,US
CA,MADERA,KMAE,MAE,,3659N,12007W,77,X,,,,A,,7,US
CA,MAMMOTH/JUNELAK,KMMH,MMH,,3737N,11849W,2173,X,,T,,,,7,US
CA,MARYSVILLE,KMYV,MYV,,3906N,12134W,21,X,,,,A,,7,US
CA,MATHERFIELD,KMHR,MHR,,3832N,12117W,29,X,,T,,,,7,US
CA,MCCLELLANAFB,KMCC,MCC,,3840N,12124W,23,X,,,,,,7,US
CA,MERCED,KMCE,MCE,,3717N,12030W,47,X,,T,,A,,6,US
CA,MERCED/CASTLEAF,KMER,MER,72481,3723N,12034W,57,X,,T,,,,8,US
CA,MIRAMARNAS/SAN,KNKX,NKX,72293,3252N,11708W,146,X,X,T,X,,,5,US
CA,MISSIONBAYVOR,KMZB,MZB,,3247N,11714W,12,,,V,,,,8,US
CA,MODESTO,KMOD,MOD,,3737N,12057W,29,X,,V,,A,,6,US
CA,MOFFETTNAS/MTN,KNUQ,NUQ,74509,3724N,12203W,12,X,,,,,,7,US
CA,MOJAVE,KMHV,MHV,,3504N,11809W,849,X,,,,,,7,US
CA,MONTAGUE/SISKIYO,KSIY,SIY,,4146N,12228W,807,X,,,,A,,7,US
CA,MONTEREY,KMRY,MRY,,3635N,12151W,66,X,,T,,A,,2,US
CA,MONTEREY/WFOKMTR,,,,3635N,12151W,66,,,,,,F,8,US
CA,MOUNTSHASTA,KMHS,MHS,72595,4119N,12219W,1078,X,,,,A,,7,US
CA,MOUNTWILSON,KMWS,MWS,72289,3414N,11803W,1739,X,,,,,,7,US
CA,MURRIETA/TEMECUL,KF70,F70,,3334N,11708W,412,X,,,,W,,7,US
CA,NAPA,KAPC,APC,,3812N,12217W,13,X,,,,A,,7,US
CA,NEEDLES,KEED,EED,72380,3446N,11437W,302,X,,U,,,,6,US
CA,NEWHALL,K3A6,3A6,,3422N,11834W,427,X,,,,,,7,US
CA,NORTHISLANDNAS,KNZY,NZY,,3242N,11713W,8,X,,T,,,,6,US
CA,NOVATO/GNOSSFLD,KDVO,DVO,,3809N,12233W,1,X,,,,A,,7,US
CA,OAKLAND,KOAK,OAK,72493,3743N,12214W,26,X,,U,X,A,,1,US
CA,OAKLAND/ARTCC,KZOA,ZOA,,3733N,12201W,11,,,A,,,,8,US
CA,OCEANSIDE,KOKB,OKB,,3313N,11721W,8,X,,,,A,,7,US
CA,OCEANSIDE/RED-B,KNXF,NXF,,3317N,11727W,27,X,,,,,,8,US
CA,ONTARIO,KONT,ONT,,3403N,11735W,274,X,,T,,A,,1,US
CA,ORANGECTY/88D,KSOX,SOX,,3349N,11738W,923,,X,,,,,8,US
CA,ORCUTTOIL/VBG,KVBX,VBX,,3450N,12024W,373,,X,,,,,8,US
CA,OROVILLE,KOVE,OVE,,3930N,12137W,58,X,,,,A,,7,US
CA,OXNARD,KOXR,OXR,,3412N,11912W,20,X,,T,,A,,7,US
CA,PALMSPRINGS,KPSP,PSP,,3349N,11630W,135,X,,T,,A,,3,US
CA,PALMDALE,KPMD,PMD,72382,3438N,11805W,780,X,,T,,A,,6,US
CA,PALMDALE,KGXA,GXA,,3434N,11740W,923,X,,,,W,,8,US
CA,PALOALTO,KPAO,PAO,,3728N,12207W,2,X,,,,,,7,US
CA,PASOROBLES,KPRB,PRB,,3540N,12038W,245,X,,T,,A,,6,US
CA,PETALUMA,KO69,O69,,3815N,12236W,28,X,,,,,,7,US
CA,PLACERVILLE,KPVF,PVF,,3843N,12045W,789,X,,,,,,8,US
CA,POINTMUGUNAS,KNTD,NTD,72391,3407N,11907W,4,X,,T,,,,6,US
CA,POINTREYESVOR,KPYE,PYE,,3805N,12252W,447,,,V,,,,8,US
CA,PORTERVILLE,KPTV,PTV,,3601N,11904W,135,X,,,,W,,7,US
CA,PT.PIEDRASBLAN,K87Q,87Q,72390,3540N,12117W,27,X,,Z,,A,,7,US
CA,REDBLUFF,KRBL,RBL,72591,4009N,12215W,104,X,,U,,A,,6,US
CA,REDDING,KRDD,RDD,72592,4031N,12218W,155,X,,T,,A,,3,US
CA,REDLANDS,KREI,REI,,3405N,11709W,480,X,,,,W,,8,US
CA,RIOVISTA,KO88,O88,,3812N,12142W,7,X,,,,W,,8,US
CA,RIVERSIDE,KRAL,RAL,,3357N,11727W,252,X,,S,,A,,6,US
CA,RIVERSIDE/MARCH,KRIV,RIV,72286,3352N,11716W,469,X,,T,,,,7,US
CA,RAMONA,KRNM,RNM,,3302N,11655W,427,X,,,,A,,7,US
CA,SACRAMENTO,KSAC,SAC,,3830N,12130W,11,X,,U,,A,,2,US
CA,SACRAMENTO/WFO,KSTO,STO,72483,3830N,12130W,11,,,,,,F,8,US
CA,SACRAMENTO/RFC,KRSA,RSA,,3830N,12130W,11,,,,,,R,8,US
CA,SACRAMENTO/88D,KDAX,DAX,,3830N,12141W,9,,X,,,,,8,US
CA,SACRAMENTO/METRO,KSMF,SMF,,3842N,12136W,6,X,,T,,A,,6,US
CA,SALINAS,KSNS,SNS,,3640N,12136W,30,X,,U,,A,,6,US
CA,SANBERNARDINO,KSBD,SBD,,3405N,11715W,353,X,,,,,,8,US
CA,SANCARLOSAIRPO,KSQL,SQL,,3731N,12215W,1,X,,,,,,7,US
CA,SANCLEMENTEIS.,KNUC,NUC,,3301N,11834W,55,X,,,,W,,7,US
CA,SANDIEGO,KSAN,SAN,72290,3244N,11711W,12,X,,T,,A,,2,US
CA,SANDIEGO/MNTGMY,KMYF,MYF,,3249N,11708W,136,X,,,,A,,7,US
CA,SANDIEGO/BROWN,KSDM,SDM,,3235N,11700W,159,X,,,,A,,7,US
CA,SANDIEGO/SANTEE,KSEE,SEE,,3249N,11658W,117,X,,,,,,7,US
CA,SANDIEGO/WFO,KSGX,SGX,,3244N,11710W,9,,,,,,F,8,US
CA,SANFRANCISCO,KSFO,SFO,72494,3737N,12222W,3,X,,T,,A,,0,US
CA,SANJOSE,KSJC,SJC,74505,3722N,12155W,24,X,,T,,A,,6,US
CA,SANJOSE/REID,KRHV,RHV,,3719N,12149W,41,X,,,,,,7,US
CA,SANLUISOBISPO,KSBP,SBP,,3514N,12038W,59,X,,T,,A,,6,US
CA,SANMARTIN,KE16,E16,,3705N,12136W,86,X,,,,W,,8,US
CA,SANNICOLASISLA,KNSI,NSI,72291,3313N,11927W,154,X,,,,,,7,US
CA,SANDBERG,KSDB,SDB,72383,3445N,11843W,1377,X,,,,A,,7,US
CA,COSTAMESA,KSNA,SNA,,3340N,11752W,16,X,,T,,,,6,US
CA,SANTABARBARA,KSBA,SBA,,3426N,11951W,3,X,,T,,A,,6,US
CA,SANTABARB(VOR),KRZS,RZS,,3431N,11946W,1104,,,V,,,,8,US
CA,SANTACLAR/88D,KMUX,MUX,,3709N,12154W,1057,,X,,,,,8,US
CA,SANTAMARIA,KSMX,SMX,72394,3454N,12027W,74,X,,T,,A,,6,US
CA,SANTAMONICA,KSMO,SMO,,3401N,11827W,57,X,,,,A,,7,US
CA,SANTAROSA,KSTS,STS,,3830N,12249W,39,X,,T,,A,,6,US
CA,SANTAYNEZ,KIZA,IZA,,3436N,12004W,205,X,,,,,,7,US
CA,SHELTERCOVE,KO87,O87,,4001N,12404W,21,X,,,,,,7,US
CA,SOUTHLAKETAHOE,KTVL,TVL,,3854N,12000W,1924,X,,T,,A,,6,US
CA,STOCKTON,KSCK,SCK,72492,3753N,12113W,10,X,,T,,A,,6,US
CA,SUSANVILLEMUNI,KSVE,SVE,72584,4022N,12034W,1263,X,,,,,,7,US
CA,THERMAL/PALMSPG,KTRM,TRM,,3338N,11610W,-35,X,,U,,A,,6,US
CA,TORRANCEMUNICIP,KTOA,TOA,,3347N,11819W,31,X,,,,,,7,US
CA,TRAVISAFB/FAIRF,KSUU,SUU,74516,3816N,12155W,19,X,,T,,,,6,US
CA,TRUCKEETAHOE,KTRK,TRK,,3919N,12007W,1798,X,,T,,,,6,US
CA,TEHACHAPI,KTSP,TSP,,3508N,11826W,1220,X,,,,,,8,US
CA,TRINITYCENTER,KO86,O86,,4059N,12242W,729,X,,,,W,,8,US
CA,TWENTYNINEPALMS,KNXP,NXP,69015,3417N,11610W,626,X,,T,,,,6,US
CA,UKIAH,KUKI,UKI,,3907N,12312W,187,X,,T,,A,,6,US
CA,UKIAH(VOR),KENI,ENI,,3903N,12316W,187,,,V,,,,8,US
CA,VACAVILLE,KVCB,VCB,,3823N,12157W,33,X,,,,A,,7,US
CA,VANNUYS,KVNY,VNY,,3413N,11829W,245,X,,T,,A,,6,US
CA,VANDENBERGAFB,KVBG,VBG,72393,3444N,12035W,112,X,,T,X,,,3,US
CA,VANDENBERGRANGE,KXVW,XVW,,3443N,12034W,100,X,,,,,,7,US
CA,VENTURACTY/88D,KVTX,VTX,,3425N,11911W,831,,X,,,,,8,US
CA,VICTORVILLE,KVCV,VCV,,3435N,11723W,876,X,,,,,,8,US
CA,VISALIAMUNI,KVIS,VIS,,3619N,11924W,89,X,,T,,W,,7,US
CA,WATSONVILLE,KWVI,WVI,,3656N,12147W,43,X,,,,A,,7,US
CA,WEAVERVILLE,KO54,O54,,4045N,12255W,717,X,,,,,,8,US
CA,ALTURAS,KO00,O00,,4129N,12034W,1331,Z,,,,,,8,US
CA,ALTURAS,KS11,S11,,4130N,12031W,1341,Z,,,,,,8,US
CA,BODEGABAY,K92Q,92Q,,3819N,12303W,3,Z,,,,,,8,US
CA,CROWSLANDING,KNRC,NRC,,3724N,12106W,50,Z,,,,,,8,US
CA,CUDDLEBACKGUNR,,4CB,74618,3516N,11726W,864,Z,,,,,,8,US
CA,ELTOROMCAS,KNZJ,NZJ,69014,3340N,11743W,117,Z,,,,,,8,US
CA,FORTORD/FRITZSC,KOAR,OAR,,3640N,12146W,41,Z,,,,,,8,US
CA,MONTAGUE/YREKA,K1O5,1O5,,4144N,12232W,771,Z,,,,,,8,US
CA,OCEANSIDE,KL32,L32,,3313N,11721W,8,Z,,,,,,8,US
CA,PILARPOINTAFS,K53Q,53Q,72392,3730N,12230W,49,Z,,,,,,8,US
CA,POINTARGUELLO,,,,3457N,12152W,23,Z,,,,,,8,US
CA,POINTARGUELLO,KPGU,PGU,99421,3434N,12021W,12,Z,,,,,,8,US
CA,POINTARENA,KPAA,PAA,72499,3857N,12316W,18,Z,,,,,,8,US
CA,POINTARENA,,,99412,3857N,12316W,17,Z,,,,,,8,US
CA,ROMONA,KL39,L39,,3302N,11655W,427,Z,,,,,,8,US
CA,RANCHOMURIETA,KRIU,RIU,,3829N,12106W,45,Z,,,,,,8,US
CA,SALTONSEA,,,74718,3405N,11802W,1,Z,,,,,,8,US
CA,SUPERIORVALLEY,K4SU,4SU,74619,3520N,11706W,962,Z,,,,,,8,US
CA,TUSTINMCAS,KNTK,NTK,69016,3342N,11749W,17,Z,,,,,,8,US
CA,VACAVILLE,KO45,O45,,3823N,12157W,33,Z,,,,,,8,US
CA,MARCHAFB/88D,KRIX,RIX,,3333N,11726W,468,,Z,,,,,8,US
CO,DENVER(DIA),KDEN,DEN,72565,3951N,10439W,1640,X,,U,,A,,0,US
CO,AKRON,KAKO,AKO,,4010N,10313W,1421,X,,V,,A,,4,US
CO,ALAMOSA,KALS,ALS,72462,3726N,10552W,2299,X,,U,,A,,6,US
CO,ASPEN,KASE,ASE,,3914N,10652W,2354,X,,T,,A,,4,US
CO,BERTHOUDPASS,K0CO,0CO,,3948N,10546W,3807,X,,,,W,,8,US
CO,BOULDERDEN/WFO,KBOU,BOU,,4000N,10520W,1625,,,,,,F,8,US
CO,BROOMFIELD/JEFFC,KBJC,BJC,,3954N,10506W,1724,X,,T,,,,1,US
CO,BUCKLEYANGB/DEN,KBKF,BKF,,3943N,10445W,1726,X,,T,,,,2,US
CO,BURLINGTON,KITR,ITR,,3914N,10217W,1279,X,,,,A,,7,US
